Action,PartNumber,Name,Description,IsActive,ItemStatus,SalesUnit,Authorization,PriceGroup,PLCM,Category,SF_Id
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",500-1104,500-1104,"SCR, 1/4-20 X 4.25"" FHCS FULL THREAD, HEX, BLK",True,Active,EA,False,ET DD,,,01t6A000000aqpsQAA
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",500-2104,500-2104,"SCREW 1/2"" STANDOFF BLK PLASTIC BASE ZN",True,Active,EA,False,ET DD,,,01t6A000000arLvQAI
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",520-0034,520-0034,"CAP SCREW, 3/8-16, 2.5 LG HEX",True,Active,EA,False,ET DD,,,01t6A000000arrMQAQ
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",520-0661,520-0661,SCR BOLT M6 X1X12MM PAN PHL ST. STL,True,Active,EA,False,ET DD,,,01t2K000006NXaGQAW
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",520-0881,520-0881,SCREW 10-32X0.500IN SKT FLT SS,True,Active,EA,False,KIOSK,,,01t6A000000arEHQAY
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",520-2653,520-2653,"8-32 x 2""LG. PHL,PAN,ZINC",True,Active,EA,False,ET DD,,,01t6A000000arTQQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",520-9708,520-9708,"WOOD LAG SCREW, DIA 3/8"", 4"" LENGTH",True,Active,EA,False,KIOSK,,,01t6A000000arF7QAI
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",521-0046,521-0046,SCR BOLT M8 X20MM PAN PHL 18-8 SS,True,Active,EA,False,ET DD,,,01t2K000006NXaBQAW
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",521-0683,521-0683,"M6 X 30MM SKT PIN 18-8 SS, Blk Ox",True,Active,EA,False,KIOSK,,,01t2K000006S2LtQAK
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",530-0037,530-0037,TEE NUT FOR WOOD 1/2-13,True,Active,EA,False,KIOSK,,,01t2K000006S2GYQA0
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",530-0058,530-0058,"NUT, HEX, 10-32, WITH TOOTH WASHER",True,Active,EA,False,ET DD,,,01t6A000000arTMQAY
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",530-1017,530-1017,"5/16-18 X .19"" JAM NUT, BLK",True,Active,EA,False,ET DD,,,01t6A000000atWFQAY
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",530-1056,530-1056,"NUT M6 NYLOCK, ZINC",True,Active,EA,False,KIOSK,,,01t2K000006S2IOQA0
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",540-0683,540-0683,SPACER .38ID X 0.75OD X 0.25L ALUM,True,Active,EA,False,KIOSK,,,01t6A000000arFdQAI
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",540-0723,540-0723,"Acetal M6 washer 6.4 mm ID, 12 mm OD, blk",True,Active,EA,False,KIOSK,,,01t2K000006S2BHQA0
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",540-0725,540-0725,"M10 washer 10.5 mm ID, 20 mm OD 18-8 SS",True,Active,EA,False,KIOSK,,,01t2K000006S2IPQA0
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",54XL74,54XL74,"Ligature Resistant TV Enclosure For Use With 42"" to 55"" Flat Panel Screens",True,Active,EA,False,KIOSK,Active,KIOSK,01t2K000006NZt6QAG
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",54XL75,54XL75,"Ligature Resistant TV Enclosure For Use With 22"" to 32"" Flat Panel Screens",True,Active,EA,False,KIOSK,Active,KIOSK,01t2K000006NZtLQAW
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",550-0051,550-0051,"POP RIVET STL 3/16X.440, DM HD, 18-8 SS",True,Active,EA,False,KIOSK,,,01t2K000006XFk4QAG
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",550-0067,550-0067,"BLIND RIVET, DOME HEAD, 1/4"" SS, FOR 0.2510""-0.375"" MAT THK",True,Active,EA,False,KIOSK,,,01t2K000006S2CxQAK
"UPDATE (Description, US_Description__c, IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",550-1056,550-1056,POP RIVET 3/16 X .550 DOME SS BLK OX,True,Active,EA,False,KIOSK,,,01t2K000006XFk5QAG
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",550-1057,550-1057,"RIVET BLIND, DOME HEAD, STL, 1/8"" DIA, .26"" L,    .062""-.125"" MAT THK BLK",True,Active,EA,False,KIOSK,,,01t6A000000atH1QAI
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",550-5052,550-5052,"BLIND RIVET, DOME HEAD, 1/8"" SS, FOR 0.126""-0.187"" MAT THK, BLACK OXIDE",True,Active,EA,False,KIOSK,,,01t2K000006S2LwQAK
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",550-5067,550-5067,"BLIND RIVET, DOME HEAD, 1/4"" SS, FOR 0.2510""-0.375"" MAT THK, BLACK OXIDE",True,Active,EA,False,KIOSK,,,01t2K000006S2CyQAK
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",560-0884,560-0884,DELL OPTIPLEX 7020 SFF BTX,True,Active,EA,False,ET DD,,,01t6A000000asP1QAI
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",560-0887,560-0887,LEPAI DIGITAL AUDIO AMPLIFIER TA2020,True,No Request,EA,False,ET DD,,,01t6A000000armoQAA
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",560-0888,560-0888,METRALOGIC IS3480 QUANTAM E SCANNER (USB VERSION),True,Active,EA,False,ET DD,,,01t6A000000asBSQAY
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",560-0910,560-0910,"Low-Strength Zinc-Plated Steel Cap Screw, 1/4""-20 Fully Threaded, 5/8"" Long",True,Active,EA,False,ET DD,,,01t6A000000aqpoQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",560-1756,560-1756,"CABLE TIE .14 X .05X7-9/16""LG, BLK",True,Active,EA,False,KIOSK,,,01t6A000000asUPQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",561-0065,561-0065,"LEVELING LEG W/SWIVEL, 10-32 X 1""",True,Active,EA,False,KIOSK,,,01t6A000002ZPafQAG
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",565-0068,565-0068,"CAM LOCK, KEYED, IP65 SS SOUTHCO E5-5-405-UU1-12",True,Active,EA,False,KIOSK,,,01t6A000002ZPdXQAW
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_Authorization_Required__c, US_Price_Group_Name__c, ACU_PMPLCM__c, Category__c)",565-0306,565-0306,LOCK CORE WITH KEY SOUTHCO PK-116-13 FOR 565-0305,True,No Purchases,EA,False,KIOSK,,,01t2K000006S2KJQA0
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",565-0307,565-0307,KEYS ONLY FROM 565-0306,True,Active,EA,False,KIOSK,,,01t2K000006S2GaQAK
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",570-0029,570-0029,"FOAM NATURAL GUM .50"" X .063"" THK X 50' BLACK",True,Active,FT,False,KIOSK,,,01t2K000006S2GbQAK
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",570-0075B,570-0075B,"ADH FOAM .5""W X .125""T X 100' BLACK",True,Active,EA,False,ET DD,,,01t6A000000as9zQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",570-0104,570-0104,"ADH FOAM 1/4""W X 1/8""T ROLL EPDM BLEND OUTDOOR",True,Active,FT,False,KIOSK,,,01t6A000000atH2QAI
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",570-0107,570-0107,"RUBBER EDGE TRIM, 1/16 ID, 7/32"" GRIP HT",True,Active,FT,False,KIOSK,,,01t6A000000asReQAI
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",590-0994,590-0994,"LIGHT CAP, 3/16"" ACRYLIC 2447,  THERMO-FORMED",True,Active,EA,False,KIOSK,,,01t6A000000asPEQAY
INSERT,590-9470,590-9470,"CLEAR ACRYLIC, SQUARE EDGED 40/42” -- 23” x 39” x 0.125”",True,Active,EA,False,ET DD,,,
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",591-0021,591-0021,SOUND BOX SPEAKER GRILL,True,Active,EA,False,ET DD,,,01t2K000006KCZiQAO
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",591-0025,591-0025,"WEB CAM TINTED 2064  ACRYLIC 1/8"" THK. X 3.375 SQ",True,Active,EA,False,KIOSK,,,01t2K000006X7mqQAC
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",600-0106,600-0106,"FAN, AXIAL (FILTER INCLUDED",True,Active,EA,False,ET DD,,,01t6A000000atcHQAQ
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",600-0216,600-0216,"FAN,4606N, (115V~50Hz 235mA 20W)/(115~60Hz 230mA)",True,Active,EA,False,KIOSK,,,01t6A000000arTOQAY
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",600-0319,600-0319,"FAN KIT, 80MM 120V, THERM/CORD, 2 GUARDS",True,Active,EA,False,ET DD,,,01t6A000000arg9QAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",600-0330,600-0330,"FAN CORD W/THERMOSTAT - 96"", 115V W/45 DEG PLUG",True,Active,EA,False,KIOSK,,,01t6A000000aqjdQAA
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",600-0332,600-0332,"FAN, AXIAL, 80MM X 25MM, 120V 25 CFM",True,Active,EA,False,KIOSK,,,01t6A000000aszRQAQ
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",600-0348,600-0348,"FAN GUARD, FOR 5'X5"" FANS CHROME",True,Active,EA,False,ET DD,,,01t6A000000atPJQAY
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",600-0359,600-0359,"Stainless Steel Fan Guard for 4.69"" & 4.72"" Fans",True,Active,EA,False,ET DD,,,01t2K000006KBnbQAG
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",600-0383,600-0383,24 WATT 12 VDC POWER SUPPLY,True,Active,EA,False,KIOSK,,,01t6A000000arCyQAI
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",600-0384,600-0384,TRIPP INTL SURGE STRIP 230V 6 OUTLET,True,No Request,EA,False,KIOSK,,,01t6A000000arEKQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",600-0399,600-0399,"CLEAR ACRYLIC, 22"" X 38"" X 1/8""",True,Active,EA,False,KIOSK,,,01t6A000000aspOQAQ
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",600-0407,600-0407,"NON GLARE ANTI-REFLECTIVE, 1/8"" X 28"" X 49"", SEAMED EDGES, TEMPERED, NO LOGO",True,Active,EA,False,ET DD,,,01t6A000000asbwQAA
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",600-0427,600-0427,"FAN CORD W/THERMOSTAT DAISY CHAIN - 84"", 24"", 115V W/45 DEG PLUGS",True,Active,EA,False,KIOSK,,,01t6A000000atHUQAY
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",600-0505,600-0505,"MEDIA PLAYER, AOPEN DE3250 (NO COST)",True,Active,EA,False,KIOSK,,,01t6A000000asPDQAY
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",600-0661,600-0661,"POLYCARBONATE 50.0"" X 29.0"" X 250""",True,Active,EA,False,ET DD,,,01t6A000003QDLGQA4
"UPDATE (IsActive, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",600-0701,600-0701,2025 BLACK ACRYLIC TOP FOR KOP2555 37.805 X 9.0 X 0.25,False,Inactive,EA,False,ET DD,,,01t6A000003QCT2QAO
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",600-0717,600-0717,"WEATHERPROOF 2 GANG BOX FOR 1/2"" CONDUIT",True,Active,EA,False,ET DD,,,01t2K000006NXafQAG
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",600-0718,600-0718,"WEATHERPROOF BOX COVER, WHILE-IN-USE 2 GANG, CLEAR",True,Active,EA,False,ET DD,,,01t2K000006NXagQAG
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",600-0737,600-0737,"HINGE, SLIP JOINT HALF, PIN SIDE SS, Cut Pin",True,Active,EA,False,KIOSK,,,01t2K000006S2NpQAK
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",600-5657,600-5657,"HINGE, SLIP JOINT HALF, HOLE SIDE SS, BLACK OXIDE",True,Active,EA,False,KIOSK,,,01t2K000006S2BMQA0
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",600-5658,600-5658,"HINGE, SLIP JOINT HALF, PIN SIDE SS, Black Ox",True,Active,EA,False,KIOSK,,,01t2K000006S2D4QAK
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",600-5737,600-5737,"HINGE, SLIP JOINT HALF, PIN SIDE SS, Cut Pin Black Ox",True,No Purchases,EA,False,KIOSK,,,01t2K000006S2BNQA0
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",600-9035,600-9035,Tripp Lite 550VA 300W UPS Battery Back Up Tower,True,No Request,EA,False,ET DD,,,01t6A000000cF5jQAE
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",60X40-SD-SKID,60X40-SD-SKID,"60""x40"" SOLID DECK SKID (HT)",True,No Purchases,EA,False,ET DD,,,01t6A000000aqtNQAQ
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",65X44-SD-SKID,65X44-SD-SKID,"65""x44"" SOLID DECK SKID (HT)",True,Active,EA,False,ET DD,,,01t6A000000arIDQAY
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",981-0581,981-0581,"CARTON, BROWN BOX, ULINE (S-10664) 75 X 39 X 8",True,Active,EA,False,ET DD,,,01t6A000000aqpqQAA
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",981-0756,981-0756,"CTN FOR CABINET FOR DMB & PRE-SELL, TOP",True,No Request,EA,False,ET DD,,,01t6A000000aqtJQAQ
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",981-0757,981-0757,"CTN FOR CABINET FOR DMB & PRE-SELL, BOTTOM",True,No Request,EA,False,ET DD,,,01t6A000000aqtKQAQ
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",981-0761,981-0761,CTN FOR SMALL RAIN CAP,True,Active,EA,False,ET DD,,,01t6A000000aqtMQAQ
INSERT,981-0895,981-0895,"CTN, TOP COVER, KIL640,64,740,742 & KIP640,642,740,742",True,Active,EA,False,ET DD,,,
INSERT,981-0896,981-0896,"CTN, BOTTOM COVER, KIL640,64,740,742 & KIP640,642,740,742",True,Active,EA,False,ET DD,,,
INSERT,981-0902,981-0902,"CTN, FOR BRACKET LANDSCAPE",True,Active,EA,False,ET DD,,,
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",981-0958,981-0958,"CTN, BROWN BOX FOR 3"" COVER KIOSKS",True,Active,EA,False,KIOSK,,,01t2K000006S2NsQAK
INSERT,982-0743,982-0743,"INSERT, TOP AND BOTTOM INSERT FOR KIL640,642,740,742 & KIP640,642,740,742",True,Active,EA,False,ET DD,,,
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c)",982-0750,982-0750,"INSERT, CORNER FOR KIP6%, KIL6%, KIP7% AND KIP7%",True,Active,EA,False,ET DD,,,01t2K000006RrCbQAK
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",984-0043,984-0043,"PLST BAG, 39"" X 9"" X 90"", 3 MIL",True,Active,EA,False,ET DD,,,01t6A000000aqppQAA
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",ACC-47PKC,ACC-47PKC,Weatherproof Kiosk Cover for KIP54%,True,Active,EA,False,ET DD,Active,MOUNT,01t6A000000asFiQAI
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",ACC-55PKC,ACC-55PKC,Weatherproof Kiosk Cover for KIP555,True,Active,EA,False,ET DD,Active,MOUNT,01t6A000000asFhQAI
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",ACCK107-BL,ACCK107-BL,"22"" Shroud for Concierge",True,Active,EA,False,ET DD,Active,MOUNT,01t6A000000arOwQAI
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",ACCK107-GR,ACCK107-GR,"22"" Shroud for Concierge",True,Active,EA,False,ET DD,Active,MOUNT,01t6A000000ar6CQAQ
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",ACCK108-BL,ACCK108-BL,"27"" Shroud for Concierge",True,Active,EA,False,ET DD,Active,MOUNT,01t6A000000ar6AQAQ
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",ACCK108-GR,ACCK108-GR,"27"" Shroud for Concierge",True,Active,EA,False,ET DD,Active,MOUNT,01t6A000000ar6BQAQ
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, Sales_Part_Status__c)",ACCK119,ACCK119,KOF Speaker Microphone Accessory,True,No Purchases,EA,False,KIOSK,Use Up,KIOSK,01t6A000000atcPQAQ
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",ACCK120,ACCK120,KOP2555 Base Bolt Template,True,Active,EA,False,KIOSK,Use Up,KIOSK,01t2K000006S2GgQAK
"UPDATE (QuantityUnitOfMeasure, Sales_Part_Status__c)",ACCK121,ACCK121,KOF Kiosk Base Bolt Template,True,Active,EA,False,KIOSK,Active,KIOSK,01t2K000006S2KNQA0
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c)",ACCK123,ACCK123,KIOSK KEY SET 565-0307,True,Active,EA,False,KIOSK,Active,KIOSK,01t2K000006S2D8QAK
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c)",ACCK124,ACCK124,LOCK CORE WITH KEY (565-0306),True,No Request,EA,False,KIOSK,Use Up,KIOSK,01t2K000006S2GhQAK
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c)",AS222-NC,AS222-NC,"Tech Global 22"" IO-AA41 Surface Capacitive Touch Display",True,No Request,EA,False,ET DD,,,01t6A000000atBeQAI
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",CUS883-B2B,CUS883-B2B,"65"" Back to Back Indoor Kiosk",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000002ZsNeQAK
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",CUS883-B2B-02,CUS883-B2B-02,"65"" Back to back kiosk Sohar Mall",True,Active,EA,False,ET DD,Active,KIOSK,01t6A000002ZtH9QAK
INSERT,CUS883-LED-CONTROLLER,CUS883-LED-CONTROLLER,LED CONTROLLER,True,Active,EA,False,ET DD,Active,MOUNT,
INSERT,DEV-KIPC2555B-3-MATTE,DEV-KIPC2555B-3-MATTE,KIPC2555B-3 in Matte Black for ECN42521,True,Active,EA,False,KIOSK,Active,KIOSK,
INSERT,DEV-MIS683-POL CLEAR,DEV-MIS683-POL CLEAR,"42"" Pedestal Kiosk-Pol Clear-PTC 10117",True,Active,EA,False,ET DD,Active,KIOSK,
INSERT,DEV-MIS708-POL CLEAR,DEV-MIS708-POL CLEAR,"32"" Pedestal Kiosk-Pol Clear-PTC 10117",True,Active,EA,False,ET DD,Active,KIOSK,
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",E611101,E611101,"ELO I-Series 2.0 for Android 10"" AiO All-In-One Touchscreen for JP Morgan Chase (ECN 36581)",True,Active,EA,False,ET DD,Active,MOUNT,01t6A000002Zr8JQAS
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",ECN38067,ECN38067,ISM Custom Horizontal I-Beam Clamp from ECN-W%,True,Active,EA,False,ET DD,Active,KIOSK,01t6A000003QM4cQAG
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",ECN38069,ECN38069,ISM Custom Horizontal I-Beam Clamp from ECN-W%,True,Active,EA,False,ET DD,Active,KIOSK,01t6A000003QM92QAG
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",ECN38071,ECN38071,ISM Custom Horizontal I-Beam Clamp from ECN-W% (ECN38071),True,Active,EA,False,ET DD,Active,KIOSK,01t6A000003QM4SQAW
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c)",017-0001,017-0001,TAPERED WALL BRKT,True,Active,EA,False,XGPREFAB,,,01t6A000000aqkAQAQ
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c)",017-0019,017-0019,"SUPPORT ARM 15.5"" ASSY, #14",True,Active,EA,False,XGPREFAB,,,01t6A000000arTuQAI
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c)",021-0041,021-0041,"BASE STAND, PTM400S/400, RAW",True,Active,EA,False,XGPREFAB,,,01t6A000000ar2OQAQ
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c)",081-0007,081-0007,VERT ANCHOR,True,Active,EA,False,XGPREFAB,,,01t6A000000arU5QAI
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c)",081-0049,081-0049,"HORZ CROSS SPRT 10.25""",True,Active,EA,False,XGPREFAB,,,01t6A000000as6IQAQ
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c)",081-0050,081-0050,"VERT ADJUSTER 4.25"" ID",True,Active,EA,False,XGPREFAB,,,01t6A000000asChQAI
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c)",081-0051,081-0051,"VERT ADJUSTER 2.69"" I.D.",True,Active,EA,False,XGPREFAB,,,01t6A000000asCiQAI
"UPDATE (US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c)",081-0052,081-0052,HORIZONTAL ADJUSTER,True,Active,EA,False,XGPREFAB,,,01t6A000000asCjQAI
"UPDATE (Description, US_Description__c, QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, US_Price_Group_Name__c)",081-0053,081-0053,"HORIZ CROSS SPRT 13.25""",True,Active,EA,False,XGPREFAB,,,01t6A000000asCkQAI
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",090-0817,090-0817,ROTATION BOX WELDMENT - FDS-3250,True,Active,EA,False,HOSP,,,01t2K00000AoZnzQAF
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",090-8603,090-8603,FASTPACK FOR DST940-BTB,True,Active,EA,False,DS,,,01t8V000008XNyOQAW
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",10000813,10000813,IR Repeater,True,Active,EA,False,ET,,,01t8V000008YtRLQA0
"UPDATE (QuantityUnitOfMeasure, ACU_Item_Status__c, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",100014891,100014891,PDW T XL-2,True,Active,EA,False,FGMT,Active,MOUNT,01t6A000000atOqQAI
"UPDATE (IsActive, QuantityUnitOfMeasure, Sales_Part_Status__c, ACU_PMPLCM__c, Category__c)",10003062,10003062,"WASHER, .406 ID X 1.25 X .052-.072 THK, SS",True,Active,EA,False,KIOSK,,,01t2K00000CgSsKQAV
